Company,TypeName,Inches,Price,Ram(GB),Weight(kg),Cpu(processor),"Gpu(I,N,A)Brand",SSD,HDD,X_res,Y_res,TouchScreen,Ips_display,OS,PPI,Resolution
Lenovo,Gaming,15.6,10.93019989111312,8,2.5,Intel Core i7,Nvidia,128,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Dell,Ultrabook,12.5,11.503355013953575,16,1.18,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,176.23257360658386,1920x1080
Google,Ultrabook,12.3,11.32736089528991,8,1.1,Intel Core i5,Intel,256,0,2400,1600,1,0,Other,234.50740003017813,2400x1600
Asus,Ultrabook,13.3,11.004648590381796,8,1.2,Intel Core i5,Intel,256,0,3200,1800,0,1,Windows,276.053530085501,3200x1800
Dell,Notebook,13.3,10.71962021254348,4,1.65,Intel Core i3,Intel,0,500,1366,768,0,0,Windows,117.82653006268644,1366x768
Acer,Notebook,13.3,10.460196261867386,4,1.6,Intel Core i5,Intel,128,0,1366,768,0,0,Windows,117.82653006268644,1366x768
Asus,Notebook,17.3,10.12901686366082,4,2.8,Other Intel,Nvidia,0,1000,1366,768,0,0,Windows,90.58340172449304,1366x768
Dell,Gaming,15.6,10.977716980635757,16,2.72,Intel Core i7,Nvidia,128,1000,3840,2160,1,1,Windows,282.42399616439724,3840x2160
Samsung,Ultrabook,13.3,11.352694739066088,8,1.31,Intel Core i7,Intel,256,0,1920,1080,1,0,Windows,165.6321180513006,1920x1080
Acer,Notebook,15.6,9.672654512737536,4,2.1,Other Intel,Intel,0,1000,1366,768,0,0,Linux,100.45466986113652,1366x768
Dell,Notebook,15.6,11.049906436113686,16,2.3,Intel Core i7,AMD,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Samsung,2 in 1 Convertible,15.0,11.470547260182666,16,1.71,Intel Core i7,AMD,256,0,1920,1080,1,0,Windows,146.86047800548656,1920x1080
Toshiba,Notebook,14.0,10.90311893251045,4,1.75,Intel Core i5,Intel,128,0,1366,768,0,1,Windows,111.93520355955212,1366x768
Dell,Gaming,15.6,10.977716980635757,8,2.62,Intel Core i7,Nvidia,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Ultrabook,12.5,11.101648299531258,4,1.26,Intel Core i5,Intel,256,0,1366,768,0,0,Windows,125.36742798669836,1366x768
Asus,2 in 1 Convertible,15.6,10.70777173269934,12,2.3,Intel Core i7,Nvidia,0,2000,1920,1080,1,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,11.74620626036131,16,2.5,Intel Core i7,Nvidia,512,0,3840,2160,0,0,Windows,282.42399616439724,3840x2160
Acer,Notebook,14.0,10.430759589572256,4,1.8,Intel Core i3,Intel,128,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Razer,Gaming,14.0,11.947682155153789,16,1.95,Intel Core i7,Nvidia,512,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Asus,Notebook,15.6,10.34185963789476,8,2.0,Other Intel,Intel,128,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Gaming,17.3,12.161134189998078,32,4.42,Intel Core i7,Nvidia,1000,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Asus,Gaming,17.3,11.737731633370338,16,4.3,Intel Core i7,Nvidia,256,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Toshiba,Ultrabook,14.0,11.45090026279887,16,1.47,Intel Core i7,Nvidia,512,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Lenovo,Notebook,15.6,9.771618776997505,8,2.2,Intel Celeron,Intel,0,1000,1366,768,0,0,Other,100.45466986113652,1366x768
Lenovo,Ultrabook,14.0,11.715790550995315,16,1.7,Intel Core i7,Intel,512,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
MSI,Gaming,14.0,11.520422094890591,16,1.6,Intel Core i7,Nvidia,256,1000,1920,1080,0,1,Windows,157.3505121487356,1920x1080
MSI,Gaming,15.6,10.968576149165091,8,2.2,Intel Core i5,Nvidia,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Gaming,15.6,10.882315804880689,4,2.4,Intel Core i7,Nvidia,0,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Acer,Gaming,17.3,11.715790550995315,16,4.2,Intel Core i7,Nvidia,256,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Dell,Gaming,15.6,10.868202667404224,8,2.62,Intel Core i5,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Asus,Gaming,15.6,11.175239371923306,8,2.24,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Vero,Notebook,14.0,9.288274273063903,4,1.22,Intel Celeron,Intel,0,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Lenovo,2 in 1 Convertible,13.3,11.561349847964168,8,1.37,Intel Core i7,Intel,512,0,1920,1080,1,1,Windows,165.6321180513006,1920x1080
Lenovo,2 in 1 Convertible,15.6,10.841452101115571,8,2.08,Intel Core i5,AMD,256,0,1920,1080,1,0,Windows,141.21199808219862,1920x1080
Apple,Ultrabook,12.0,11.036037392231934,8,0.92,Other Intel,Intel,0,0,2304,1440,0,1,Mac,226.4155471693585,2304x1440
Lenovo,2 in 1 Convertible,14.0,11.72918457279188,8,1.42,Intel Core i5,Intel,256,0,2560,1440,1,1,Windows,209.8006828649808,2560x1440
Asus,Notebook,14.0,9.67600459962282,4,1.63,Intel Celeron,Intel,0,0,1366,768,0,0,Windows,111.93520355955212,1366x768
Dell,Notebook,15.6,10.67259527389862,8,1.95,Intel Core i5,Intel,128,0,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,2 in 1 Convertible,13.9,11.18267988243989,8,1.38,Intel Core i7,Intel,256,0,1920,1080,1,1,Windows,158.48253022174808,1920x1080
Dell,Notebook,15.6,10.580858947180335,8,2.0,Intel Core i3,AMD,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Workstation,15.6,11.608398104304564,8,3.14,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Asus,Notebook,15.6,10.977716980635757,8,2.37,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Ultrabook,13.3,11.288114524334732,8,1.29,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
Dell,Notebook,15.6,11.442360501250736,8,2.06,Intel Core i5,Nvidia,256,0,3840,2160,1,0,Windows,282.42399616439724,3840x2160
Dell,Netbook,11.6,10.587602061065226,4,1.63,Other Intel,Intel,128,0,1366,768,0,0,Windows,135.0942111925629,1366x768
HP,Netbook,12.5,11.211900368986475,8,1.26,Intel Core i5,Intel,256,0,1366,768,0,0,Windows,125.36742798669836,1366x768
Toshiba,Notebook,15.6,10.634854945915771,4,2.1,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Notebook,15.6,10.419692282932576,8,2.04,AMD,AMD,0,2000,1366,768,0,0,Windows,100.45466986113652,1366x768
Dell,Gaming,15.6,11.401514683309674,16,2.62,Intel Core i7,Nvidia,512,0,3840,2160,0,0,Windows,282.42399616439724,3840x2160
Lenovo,Notebook,15.6,10.38737929394203,4,2.4,Intel Core i5,Nvidia,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Gaming,17.3,11.442360501250736,12,3.74,Intel Core i7,AMD,0,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
MSI,Gaming,17.3,11.765015592318807,16,2.9,Intel Core i7,Nvidia,512,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Samsung,Ultrabook,13.3,11.288114524334732,8,0.81,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
Dell,Notebook,15.6,10.843535435202426,8,1.98,Intel Core i7,Nvidia,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,10.647353436437802,8,2.18,Intel Core i5,AMD,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Ultrabook,14.0,11.503355013953575,8,1.32,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Razer,Ultrabook,12.5,11.470547260182666,16,1.29,Intel Core i7,Intel,512,0,3840,2160,1,1,Windows,352.4651472131677,3840x2160
HP,Netbook,11.6,9.928804360519916,4,1.23,Intel Celeron,Intel,0,0,1366,768,0,0,Other,135.0942111925629,1366x768
Dell,Gaming,17.3,11.801613023751164,16,4.36,Intel Core i7,Nvidia,128,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Dell,Notebook,14.0,10.602278775481158,4,1.76,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,111.93520355955212,1366x768
Lenovo,Notebook,15.6,10.169762314876662,4,2.1,Intel Core i3,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Toshiba,Ultrabook,14.0,10.969494001455322,4,1.25,Intel Core i5,Intel,128,0,1366,768,0,0,Windows,111.93520355955212,1366x768
Lenovo,Ultrabook,14.0,11.799206957067089,8,1.13,Intel Core i7,Intel,512,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
MSI,Gaming,15.6,11.064804181259648,8,2.4,Intel Core i5,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Ultrabook,14.0,11.511924964636645,8,1.13,Intel Core i5,Intel,0,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Toshiba,Notebook,14.0,10.188167121983652,4,1.75,Other Intel,Intel,128,0,1366,768,0,0,Windows,111.93520355955212,1366x768
Asus,2 in 1 Convertible,13.3,11.189329334350775,8,1.1,Intel Core i5,Intel,256,0,1920,1080,1,0,Windows,165.6321180513006,1920x1080
Dell,Notebook,14.0,10.34717287346399,4,1.76,Intel Core i3,Intel,0,500,1366,768,0,0,Windows,111.93520355955212,1366x768
Acer,Netbook,11.6,9.84767881570755,4,1.35,Intel Celeron,Intel,0,0,1366,768,0,1,Other,135.0942111925629,1366x768
Acer,Notebook,14.0,10.403666298916727,8,1.5,Intel Core i3,Intel,128,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Razer,Gaming,17.3,12.587882562739948,32,3.49,Intel Core i7,Nvidia,512,0,3840,2160,1,0,Windows,254.67134914246225,3840x2160
Lenovo,Ultrabook,14.0,11.624777346052769,16,1.1,Intel Core i7,Intel,512,0,2560,1440,0,1,Windows,209.8006828649808,2560x1440
Asus,Notebook,15.6,10.227464909398025,4,2.1,Intel Core i5,Nvidia,0,1000,1920,1080,0,0,Linux,141.21199808219862,1920x1080
Lenovo,Notebook,14.0,11.053902605789805,8,1.7,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Lenovo,Notebook,14.0,11.38409159312676,8,1.32,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Dell,Gaming,15.6,11.903833710189655,16,3.21,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Asus,Gaming,17.3,11.76667053684216,16,2.9,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Toshiba,Notebook,15.6,10.481345086360362,4,2.0,Intel Core i3,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,Notebook,14.0,9.759386208561873,4,1.5,Intel Celeron,Intel,0,0,1366,768,0,0,Other,111.93520355955212,1366x768
Asus,Notebook,15.6,10.3556835631319,8,2.3,Intel Core i5,Intel,0,128,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Asus,Gaming,17.3,11.470547260182666,16,2.73,Intel Core i7,Nvidia,512,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Dell,Gaming,17.3,12.0059347920825,32,4.42,Intel Core i7,Nvidia,512,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
HP,Notebook,17.3,10.78900562574303,8,2.63,Intel Core i5,Nvidia,0,1000,1600,900,0,0,Windows,106.11306214269258,1600x900
Dell,Notebook,15.6,10.546429982871398,8,2.18,Intel Core i5,Intel,128,0,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Ultrabook,14.0,11.509254736080766,8,1.54,Intel Core i7,Intel,512,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Dell,Notebook,15.6,10.580858947180335,4,2.18,Intel Core i7,AMD,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,2 in 1 Convertible,11.6,10.397183294038651,4,1.4,Intel Celeron,Intel,0,0,1366,768,1,0,Other,135.0942111925629,1366x768
Asus,Ultrabook,13.3,10.908984051962848,8,1.45,Intel Core i5,Nvidia,512,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
HP,2 in 1 Convertible,13.3,11.706175092295874,8,1.28,Intel Core i5,Intel,256,0,1920,1080,1,0,Windows,165.6321180513006,1920x1080
HP,Ultrabook,14.0,11.267217235406594,8,1.54,Intel Core i7,Intel,512,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,Notebook,15.6,9.67600459962282,4,1.86,Intel Celeron,Intel,128,0,1366,768,0,0,Other,100.45466986113652,1366x768
Asus,Gaming,15.6,11.52464373704442,16,2.1,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Notebook,17.3,10.738290533164012,8,2.83,Intel Core i7,AMD,0,1000,1920,1080,0,0,Linux,127.33567457123112,1920x1080
Lenovo,Ultrabook,14.0,11.526747893528285,8,1.96,Intel Core i7,Nvidia,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Asus,Notebook,15.6,10.643789274649537,8,2.3,Intel Core i7,Nvidia,256,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,10.826745953725876,8,1.9,Intel Core i5,Intel,128,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Asus,Notebook,15.6,10.082583913974387,4,2.0,Other Intel,Intel,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,2 in 1 Convertible,13.3,11.822932862391925,8,1.28,Intel Core i7,Intel,256,0,1920,1080,1,0,Windows,165.6321180513006,1920x1080
Dell,Notebook,13.3,10.450993742936223,8,1.62,Intel Core i5,Intel,0,1000,1920,1080,1,0,Windows,165.6321180513006,1920x1080
Lenovo,Notebook,15.6,10.126163794678414,4,2.2,Intel Core i3,Intel,0,1000,1920,1080,0,0,Other,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,10.7215735450074,8,2.3,Intel Core i5,Intel,0,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
HP,Notebook,15.6,11.18267988243989,8,1.84,Intel Core i5,AMD,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Toshiba,Notebook,13.3,11.134075023561454,4,1.05,Intel Core i5,Intel,128,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
Lenovo,Gaming,15.6,10.900173422280696,8,2.5,Intel Core i5,Nvidia,0,1000,1920,1080,0,1,Other,141.21199808219862,1920x1080
Dell,Ultrabook,13.3,11.68979217108122,16,1.29,Intel Core i7,Intel,512,0,3200,1800,1,0,Windows,276.053530085501,3200x1800
HP,Notebook,15.6,10.78900562574303,4,2.07,Intel Core i5,Intel,0,500,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Toshiba,Ultrabook,13.3,10.974070668482735,8,1.2,Intel Core i5,Intel,256,0,1366,768,0,0,Windows,117.82653006268644,1366x768
Lenovo,2 in 1 Convertible,13.3,11.551145677789926,8,1.37,Intel Core i7,Intel,256,0,1920,1080,1,1,Windows,165.6321180513006,1920x1080
Acer,Notebook,14.0,10.780175546294757,8,1.56,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Dell,Workstation,15.6,11.458805442305984,8,2.23,Intel Core i7,Nvidia,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,10.9368570721423,4,2.38,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,Notebook,15.6,10.147261623643049,4,2.2,Intel Core i3,AMD,0,1000,1920,1080,0,0,Other,141.21199808219862,1920x1080
Toshiba,Notebook,15.6,11.211180167298885,8,2.0,Intel Core i7,Intel,256,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,13.3,10.575431525444971,4,1.44,Intel Core i3,Intel,180,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
Samsung,Ultrabook,15.0,11.49796125761926,16,1.23,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Windows,146.86047800548656,1920x1080
Dell,Ultrabook,12.5,11.408044834149251,8,1.6,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,176.23257360658386,1920x1080
Asus,Notebook,15.6,9.964497380151284,4,2.0,Other Intel,Intel,0,1000,1366,768,0,0,Linux,100.45466986113652,1366x768
Xiaomi,Ultrabook,13.3,10.81610755552082,8,1.28,Intel Core i5,Nvidia,256,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
Dell,Notebook,15.6,10.79174911168878,4,2.18,Intel Core i5,Nvidia,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Notebook,15.6,10.70777173269934,4,2.04,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,2 in 1 Convertible,13.3,11.41394455627644,4,1.28,Intel Core i5,Intel,256,0,1920,1080,1,0,Windows,165.6321180513006,1920x1080
HP,2 in 1 Convertible,15.6,10.504687851059666,4,2.3,Intel Core i5,Intel,0,500,1366,768,1,0,Windows,100.45466986113652,1366x768
Asus,Notebook,14.1,9.827763506006608,4,1.65,Intel Celeron,Intel,0,0,1366,768,0,0,Windows,111.1413368676404,1366x768
Lenovo,Notebook,15.6,10.481345086360362,8,2.2,Intel Core i7,Nvidia,0,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,9.88635767027266,4,2.2,Other Intel,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,2 in 1 Convertible,13.3,11.470547260182666,4,1.28,Intel Core i5,Intel,256,0,1920,1080,1,0,Windows,165.6321180513006,1920x1080
Dell,Notebook,15.6,10.09739572450197,4,2.18,Intel Core i3,AMD,0,1000,1366,768,0,0,Linux,100.45466986113652,1366x768
Asus,Gaming,17.3,11.198054049689478,12,2.2,Intel Core i5,Nvidia,128,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Acer,Netbook,11.6,9.669293165034832,4,1.25,Intel Celeron,Intel,0,0,1366,768,0,1,Other,135.0942111925629,1366x768
Lenovo,Notebook,17.3,9.91309723131456,4,2.8,AMD,AMD,0,500,1600,900,0,0,Windows,106.11306214269258,1600x900
HP,Notebook,14.0,11.118388427393754,4,1.95,Intel Core i5,Intel,128,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,2 in 1 Convertible,13.3,11.219074000897615,16,1.42,Intel Core i7,Intel,256,0,3200,1800,1,0,Windows,276.053530085501,3200x1800
Samsung,Ultrabook,15.0,11.413356147904066,8,1.17,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,146.86047800548656,1920x1080
Lenovo,Ultrabook,14.0,11.470547260182666,8,1.32,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
MSI,Gaming,17.3,11.857498515504204,16,2.43,Intel Core i7,Nvidia,512,2000,3840,2160,0,1,Windows,254.67134914246225,3840x2160
Toshiba,Notebook,13.3,11.271974295006054,8,1.05,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
Dell,Gaming,15.6,10.809669765045973,8,2.62,Intel Core i7,Nvidia,0,1000,1920,1080,0,0,Linux,141.21199808219862,1920x1080
HP,Notebook,15.6,10.777955789556444,8,2.04,Intel Core i7,Nvidia,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,10.395555954379276,4,2.18,Intel Core i3,AMD,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
Dell,Notebook,15.6,10.81610755552082,8,1.9,Intel Core i5,Intel,0,500,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,2 in 1 Convertible,13.3,11.582992127736915,8,1.24,Intel Core i7,Intel,512,0,3200,1800,1,0,Windows,276.053530085501,3200x1800
Asus,Gaming,17.3,11.129394827810977,32,3.58,Intel Core i7,Nvidia,512,0,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Dell,2 in 1 Convertible,13.3,11.383485348791732,16,1.22,Intel Core i7,Intel,256,0,1920,1080,1,0,Windows,165.6321180513006,1920x1080
Lenovo,Ultrabook,14.0,11.600668174471034,8,1.13,Intel Core i7,Intel,0,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Lenovo,Notebook,15.6,11.557785126252114,8,1.95,Intel Core i5,Intel,512,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
LG,Ultrabook,15.6,11.624777346052769,16,1.08,Intel Core i7,Intel,512,0,1920,1080,1,1,Windows,141.21199808219862,1920x1080
HP,Netbook,12.5,11.277383368370064,8,1.26,Intel Core i7,Intel,512,0,1920,1080,0,0,Windows,176.23257360658386,1920x1080
Acer,Notebook,15.6,9.858883414720411,4,2.2,Intel Celeron,Intel,0,0,1920,1080,0,1,Other,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,10.646327347078008,8,2.6,Intel Core i5,Nvidia,128,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
LG,Ultrabook,14.0,11.52464373704442,8,0.98,Intel Core i7,Intel,512,0,1920,1080,1,1,Windows,157.3505121487356,1920x1080
Dell,Notebook,14.0,11.06979587215689,8,1.6,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,Ultrabook,12.5,12.01471841670537,8,1.09,Other Intel,Intel,240,0,3840,2160,1,0,Windows,352.4651472131677,3840x2160
Lenovo,Notebook,15.6,10.646327347078008,6,2.2,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Notebook,15.6,10.902128245864017,8,2.04,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Acer,Notebook,15.6,10.188167121983652,4,2.4,Intel Core i3,Intel,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,13.3,10.756618652168314,4,1.44,Intel Core i5,Intel,128,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
HP,Notebook,13.3,10.842494310694017,8,1.49,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
MSI,Gaming,17.3,11.352694739066088,16,2.7,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Dell,Gaming,15.6,11.18267988243989,16,2.6,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
MSI,Gaming,15.6,10.996564630149608,8,2.2,Intel Core i5,Nvidia,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,10.504965265847654,4,2.18,Intel Core i5,AMD,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Ultrabook,15.6,11.143362500418624,8,1.84,Intel Core i7,AMD,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Ultrabook,13.3,11.02220830408089,8,1.39,Intel Core i7,Intel,256,0,3200,1800,1,0,Windows,276.053530085501,3200x1800
Toshiba,Notebook,15.6,11.563884703567355,16,2.4,Intel Core i7,Nvidia,256,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Lenovo,2 in 1 Convertible,13.3,11.484896292248726,8,1.37,Intel Core i5,Intel,512,0,1920,1080,1,1,Windows,165.6321180513006,1920x1080
Dell,Notebook,15.6,10.56846856468972,4,1.95,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,Ultrabook,12.5,11.38409159312676,8,1.36,Intel Core i7,Intel,256,0,1920,1080,0,1,Windows,176.23257360658386,1920x1080
HP,Notebook,15.6,11.036037392231934,8,2.31,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,10.538089862097848,4,2.18,Intel Core i5,Intel,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Notebook,14.0,11.02220830408089,4,1.95,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,111.93520355955212,1366x768
Lenovo,Notebook,15.6,9.70890230312988,4,2.2,Other Intel,Intel,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Ultrabook,12.5,11.340108040487776,4,1.26,Intel Core i5,Intel,0,500,1920,1080,0,0,Windows,176.23257360658386,1920x1080
HP,Notebook,15.6,9.641641633704324,4,1.86,Intel Celeron,Intel,0,1000,1366,768,0,0,Other,100.45466986113652,1366x768
Lenovo,2 in 1 Convertible,13.3,11.470547260182666,16,1.3,Intel Core i7,Intel,1000,0,3200,1800,1,1,Windows,276.053530085501,3200x1800
Toshiba,Notebook,14.0,10.983161640183988,4,1.47,Intel Core i5,Intel,128,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
HP,Netbook,12.5,11.395540949893968,8,1.26,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,176.23257360658386,1920x1080
Dell,Notebook,15.6,10.30099467974321,4,2.18,Intel Core i3,Intel,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
MSI,Gaming,15.6,11.064804181259648,8,2.2,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Ultrabook,14.0,11.377402604975964,8,1.36,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Dell,Gaming,17.3,11.89782208458538,16,4.36,Intel Core i7,Nvidia,512,1000,2560,1440,0,0,Windows,169.78089942830815,2560x1440
HP,Gaming,17.3,11.219074000897615,8,2.75,Intel Core i5,Nvidia,128,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Asus,Notebook,17.3,10.2484380327783,4,2.8,Other Intel,Nvidia,0,1000,1600,900,0,0,Windows,106.11306214269258,1600x900
Acer,Notebook,15.6,10.403666298916727,4,2.23,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Toshiba,Notebook,15.6,10.99575173454406,8,2.2,Intel Core i5,Intel,256,0,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,2 in 1 Convertible,11.3,11.144911042902732,8,1.1,Other Intel,Intel,256,0,1920,1080,1,1,Windows,194.94753717542463,1920x1080
Lenovo,Gaming,15.6,10.882315804880689,16,2.5,AMD,AMD,512,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Dell,Ultrabook,12.5,11.27007418585674,8,1.36,Intel Core i5,Intel,256,0,1920,1080,1,0,Windows,176.23257360658386,1920x1080
Lenovo,Notebook,15.6,10.50497986449436,8,2.2,Intel Core i7,Nvidia,0,1000,1920,1080,0,0,Other,141.21199808219862,1920x1080
Dell,Notebook,17.3,10.46628456073464,4,2.36,Intel Core i3,AMD,0,1000,1600,900,0,0,Windows,106.11306214269258,1600x900
Acer,Notebook,14.0,9.83063294843456,4,1.68,Intel Celeron,Intel,0,0,1366,768,0,0,Other,111.93520355955212,1366x768
HP,Workstation,15.6,11.69380197819145,8,2.0,Intel Core i7,Nvidia,8,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
